estado;dia;quantidaDeCasos
RioGrandedoSul;17/02/2020;0
RioGrandedoSul;18/02/2020;0
RioGrandedoSul;19/02/2020;0
RioGrandedoSul;20/02/2020;0
RioGrandedoSul;21/02/2020;0
RioGrandedoSul;22/02/2020;0
RioGrandedoSul;23/02/2020;0
RioGrandedoSul;24/02/2020;0
RioGrandedoSul;25/02/2020;0
RioGrandedoSul;26/02/2020;0
RioGrandedoSul;27/02/2020;0
RioGrandedoSul;28/02/2020;0
RioGrandedoSul;29/02/2020;0
RioGrandedoSul;01/03/2020;0
RioGrandedoSul;02/03/2020;0
RioGrandedoSul;03/03/2020;0
RioGrandedoSul;04/03/2020;0
RioGrandedoSul;05/03/2020;0
RioGrandedoSul;06/03/2020;0
RioGrandedoSul;07/03/2020;0
RioGrandedoSul;08/03/2020;0
RioGrandedoSul;09/03/2020;0
RioGrandedoSul;10/03/2020;1
RioGrandedoSul;11/03/2020;1
RioGrandedoSul;12/03/2020;2
RioGrandedoSul;13/03/2020;0
RioGrandedoSul;14/03/2020;2
RioGrandedoSul;15/03/2020;0
RioGrandedoSul;16/03/2020;0
RioGrandedoSul;17/03/2020;4
RioGrandedoSul;18/03/2020;9
RioGrandedoSul;19/03/2020;9
RioGrandedoSul;20/03/2020;9
RioGrandedoSul;21/03/2020;23
RioGrandedoSul;22/03/2020;12
RioGrandedoSul;23/03/2020;14
RioGrandedoSul;24/03/2020;12
RioGrandedoSul;25/03/2020;25
RioGrandedoSul;26/03/2020;45
RioGrandedoSul;27/03/2020;27
RioGrandedoSul;28/03/2020;2
RioGrandedoSul;29/03/2020;29
RioGrandedoSul;30/03/2020;15
RioGrandedoSul;31/03/2020;33
RioGrandedoSul;01/04/2020;32
RioGrandedoSul;02/04/2020;28
RioGrandedoSul;03/04/2020;62
RioGrandedoSul;04/04/2020;14
RioGrandedoSul;05/04/2020;8
RioGrandedoSul;06/04/2020;63
RioGrandedoSul;07/04/2020;27
RioGrandedoSul;08/04/2020;47
RioGrandedoSul;09/04/2020;63
RioGrandedoSul;10/04/2020;18
RioGrandedoSul;11/04/2020;4
RioGrandedoSul;12/04/2020;13
RioGrandedoSul;13/04/2020;11
RioGrandedoSul;14/04/2020;36
RioGrandedoSul;15/04/2020;47
RioGrandedoSul;16/04/2020;33
RioGrandedoSul;17/04/2020;22
RioGrandedoSul;18/04/2020;29
RioGrandedoSul;19/04/2020;23
RioGrandedoSul;20/04/2020;35
MatoGrossodoSul;30/01/2020;0
MatoGrossodoSul;31/01/2020;0
MatoGrossodoSul;01/02/2020;0
MatoGrossodoSul;02/02/2020;0
MatoGrossodoSul;03/02/2020;0
MatoGrossodoSul;04/02/2020;0
MatoGrossodoSul;05/02/2020;0
MatoGrossodoSul;06/02/2020;0
MatoGrossodoSul;07/02/2020;0
MatoGrossodoSul;08/02/2020;0
MatoGrossodoSul;09/02/2020;0
MatoGrossodoSul;10/02/2020;0
MatoGrossodoSul;11/02/2020;0
MatoGrossodoSul;12/02/2020;0
MatoGrossodoSul;13/02/2020;0
MatoGrossodoSul;14/02/2020;0
MatoGrossodoSul;15/02/2020;0
MatoGrossodoSul;16/02/2020;0
MatoGrossodoSul;17/02/2020;0
MatoGrossodoSul;18/02/2020;0
MatoGrossodoSul;19/02/2020;0
MatoGrossodoSul;20/02/2020;0
MatoGrossodoSul;21/02/2020;0
MatoGrossodoSul;22/02/2020;0
MatoGrossodoSul;23/02/2020;0
MatoGrossodoSul;24/02/2020;0
MatoGrossodoSul;25/02/2020;0
MatoGrossodoSul;26/02/2020;0
MatoGrossodoSul;27/02/2020;0
MatoGrossodoSul;28/02/2020;0
MatoGrossodoSul;29/02/2020;0
MatoGrossodoSul;01/03/2020;0
MatoGrossodoSul;02/03/2020;0
MatoGrossodoSul;03/03/2020;0
MatoGrossodoSul;04/03/2020;0
MatoGrossodoSul;05/03/2020;0
MatoGrossodoSul;06/03/2020;0
MatoGrossodoSul;07/03/2020;0
MatoGrossodoSul;08/03/2020;0
MatoGrossodoSul;09/03/2020;0
MatoGrossodoSul;10/03/2020;0
MatoGrossodoSul;11/03/2020;0
MatoGrossodoSul;12/03/2020;0
MatoGrossodoSul;13/03/2020;0
MatoGrossodoSul;14/03/2020;0
MatoGrossodoSul;15/03/2020;0
MatoGrossodoSul;16/03/2020;2
MatoGrossodoSul;17/03/2020;2
MatoGrossodoSul;18/03/2020;3
MatoGrossodoSul;19/03/2020;0
MatoGrossodoSul;20/03/2020;2
MatoGrossodoSul;21/03/2020;7
MatoGrossodoSul;22/03/2020;5
MatoGrossodoSul;23/03/2020;0
MatoGrossodoSul;24/03/2020;2
MatoGrossodoSul;25/03/2020;1
MatoGrossodoSul;26/03/2020;1
MatoGrossodoSul;27/03/2020;3
MatoGrossodoSul;28/03/2020;3
MatoGrossodoSul;29/03/2020;5
MatoGrossodoSul;30/03/2020;8
MatoGrossodoSul;31/03/2020;4
MatoGrossodoSul;01/04/2020;3
MatoGrossodoSul;02/04/2020;2
MatoGrossodoSul;03/04/2020;7
MatoGrossodoSul;04/04/2020;2
MatoGrossodoSul;05/04/2020;3
MatoGrossodoSul;06/04/2020;1
MatoGrossodoSul;07/04/2020;14
MatoGrossodoSul;08/04/2020;5
MatoGrossodoSul;09/04/2020;4
MatoGrossodoSul;10/04/2020;8
MatoGrossodoSul;11/04/2020;3
MatoGrossodoSul;12/04/2020;1
MatoGrossodoSul;13/04/2020;12
MatoGrossodoSul;14/04/2020;2
MatoGrossodoSul;15/04/2020;6
MatoGrossodoSul;16/04/2020;10
MatoGrossodoSul;17/04/2020;12
MatoGrossodoSul;18/04/2020;18
MatoGrossodoSul;19/04/2020;7
MatoGrossodoSul;20/04/2020;3
MatoGrosso;30/01/2020;0
MatoGrosso;31/01/2020;0
MatoGrosso;01/02/2020;0
MatoGrosso;02/02/2020;0
MatoGrosso;03/02/2020;0
MatoGrosso;04/02/2020;0
MatoGrosso;05/02/2020;0
MatoGrosso;06/02/2020;0
MatoGrosso;07/02/2020;0
MatoGrosso;08/02/2020;0
MatoGrosso;09/02/2020;0
MatoGrosso;10/02/2020;0
MatoGrosso;11/02/2020;0
MatoGrosso;12/02/2020;0
MatoGrosso;13/02/2020;0
MatoGrosso;14/02/2020;0
MatoGrosso;15/02/2020;0
MatoGrosso;16/02/2020;0
MatoGrosso;17/02/2020;0
MatoGrosso;18/02/2020;0
MatoGrosso;19/02/2020;0
MatoGrosso;20/02/2020;0
MatoGrosso;21/02/2020;0
MatoGrosso;22/02/2020;0
MatoGrosso;23/02/2020;0
MatoGrosso;24/02/2020;0
MatoGrosso;25/02/2020;0
MatoGrosso;26/02/2020;0
MatoGrosso;27/02/2020;0
MatoGrosso;28/02/2020;0
MatoGrosso;29/02/2020;0
MatoGrosso;01/03/2020;0
MatoGrosso;02/03/2020;0
MatoGrosso;03/03/2020;0
MatoGrosso;04/03/2020;0
MatoGrosso;05/03/2020;0
MatoGrosso;06/03/2020;0
MatoGrosso;07/03/2020;0
MatoGrosso;08/03/2020;0
MatoGrosso;09/03/2020;0
MatoGrosso;10/03/2020;0
MatoGrosso;11/03/2020;0
MatoGrosso;12/03/2020;0
MatoGrosso;13/03/2020;0
MatoGrosso;14/03/2020;0
MatoGrosso;15/03/2020;0
MatoGrosso;16/03/2020;0
MatoGrosso;17/03/2020;0
MatoGrosso;18/03/2020;0
MatoGrosso;19/03/2020;0
MatoGrosso;20/03/2020;1
MatoGrosso;21/03/2020;1
MatoGrosso;22/03/2020;0
MatoGrosso;23/03/2020;0
MatoGrosso;24/03/2020;5
MatoGrosso;25/03/2020;1
MatoGrosso;26/03/2020;3
MatoGrosso;27/03/2020;0
MatoGrosso;28/03/2020;2
MatoGrosso;29/03/2020;3
MatoGrosso;30/03/2020;2
MatoGrosso;31/03/2020;7
MatoGrosso;01/04/2020;2
MatoGrosso;02/04/2020;9
MatoGrosso;03/04/2020;8
MatoGrosso;04/04/2020;12
MatoGrosso;05/04/2020;4
MatoGrosso;06/04/2020;16
MatoGrosso;07/04/2020;2
MatoGrosso;08/04/2020;12
MatoGrosso;09/04/2020;18
MatoGrosso;10/04/2020;4
MatoGrosso;11/04/2020;9
MatoGrosso;12/04/2020;2
MatoGrosso;13/04/2020;11
MatoGrosso;14/04/2020;4
MatoGrosso;15/04/2020;13
MatoGrosso;16/04/2020;5
MatoGrosso;17/04/2020;6
MatoGrosso;18/04/2020;9
MatoGrosso;19/04/2020;3
MatoGrosso;20/04/2020;7
Goias;30/01/2020;0
Goias;31/01/2020;0
Goias;01/02/2020;0
Goias;02/02/2020;0
Goias;03/02/2020;0
Goias;04/02/2020;0
Goias;05/02/2020;0
Goias;06/02/2020;0
Goias;07/02/2020;0
Goias;08/02/2020;0
Goias;09/02/2020;0
Goias;10/02/2020;0
Goias;11/02/2020;0
Goias;12/02/2020;0
Goias;13/02/2020;0
Goias;14/02/2020;0
Goias;15/02/2020;0
Goias;16/02/2020;0
Goias;17/02/2020;0
Goias;18/02/2020;0
Goias;19/02/2020;0
Goias;20/02/2020;0
Goias;21/02/2020;0
Goias;22/02/2020;0
Goias;23/02/2020;0
Goias;24/02/2020;0
Goias;25/02/2020;0
Goias;26/02/2020;0
Goias;27/02/2020;0
Goias;28/02/2020;0
Goias;29/02/2020;0
Goias;01/03/2020;0
Goias;02/03/2020;0
Goias;03/03/2020;0
Goias;04/03/2020;0
Goias;05/03/2020;0
Goias;06/03/2020;0
Goias;07/03/2020;0
Goias;08/03/2020;0
Goias;09/03/2020;0
Goias;10/03/2020;0
Goias;11/03/2020;0
Goias;12/03/2020;0
Goias;13/03/2020;3
Goias;14/03/2020;0
Goias;15/03/2020;0
Goias;16/03/2020;0
Goias;17/03/2020;3
Goias;18/03/2020;2
Goias;19/03/2020;4
Goias;20/03/2020;3
Goias;21/03/2020;5
Goias;22/03/2020;1
Goias;23/03/2020;2
Goias;24/03/2020;4
Goias;25/03/2020;2
Goias;26/03/2020;10
Goias;27/03/2020;10
Goias;28/03/2020;7
Goias;29/03/2020;2
Goias;30/03/2020;3
Goias;31/03/2020;4
Goias;01/04/2020;6
Goias;02/04/2020;2
Goias;03/04/2020;15
Goias;04/04/2020;15
Goias;05/04/2020;12
Goias;06/04/2020;4
Goias;07/04/2020;14
Goias;08/04/2020;25
Goias;09/04/2020;21
Goias;10/04/2020;12
Goias;11/04/2020;18
Goias;12/04/2020;20
Goias;13/04/2020;4
Goias;14/04/2020;51
Goias;15/04/2020;20
Goias;16/04/2020;14
Goias;17/04/2020;17
Goias;18/04/2020;43
Goias;19/04/2020;15
Goias;20/04/2020;10
DistritoFederal;30/01/2020;0
DistritoFederal;31/01/2020;0
DistritoFederal;01/02/2020;0
DistritoFederal;02/02/2020;0
DistritoFederal;03/02/2020;0
DistritoFederal;04/02/2020;0
DistritoFederal;05/02/2020;0
DistritoFederal;06/02/2020;0
DistritoFederal;07/02/2020;0
DistritoFederal;08/02/2020;0
DistritoFederal;09/02/2020;0
DistritoFederal;10/02/2020;0
DistritoFederal;11/02/2020;0
DistritoFederal;12/02/2020;0
DistritoFederal;13/02/2020;0
DistritoFederal;14/02/2020;0
DistritoFederal;15/02/2020;0
DistritoFederal;16/02/2020;0
DistritoFederal;17/02/2020;0
DistritoFederal;18/02/2020;0
DistritoFederal;19/02/2020;0
DistritoFederal;20/02/2020;0
DistritoFederal;21/02/2020;0
DistritoFederal;22/02/2020;0
DistritoFederal;23/02/2020;0
DistritoFederal;24/02/2020;0
DistritoFederal;25/02/2020;0
DistritoFederal;26/02/2020;0
DistritoFederal;27/02/2020;0
DistritoFederal;28/02/2020;0
DistritoFederal;29/02/2020;0
DistritoFederal;01/03/2020;0
DistritoFederal;02/03/2020;0
DistritoFederal;03/03/2020;0
DistritoFederal;04/03/2020;0
DistritoFederal;05/03/2020;0
DistritoFederal;06/03/2020;0
DistritoFederal;07/03/2020;1
DistritoFederal;08/03/2020;0
DistritoFederal;09/03/2020;0
DistritoFederal;10/03/2020;0
DistritoFederal;11/03/2020;1
DistritoFederal;12/03/2020;0
DistritoFederal;13/03/2020;0
DistritoFederal;14/03/2020;4
DistritoFederal;15/03/2020;2
DistritoFederal;16/03/2020;5
DistritoFederal;17/03/2020;9
DistritoFederal;18/03/2020;4
DistritoFederal;19/03/2020;16
DistritoFederal;20/03/2020;45
DistritoFederal;21/03/2020;13
DistritoFederal;22/03/2020;17
DistritoFederal;23/03/2020;16
DistritoFederal;24/03/2020;27
DistritoFederal;25/03/2020;0
DistritoFederal;26/03/2020;40
DistritoFederal;27/03/2020;30
DistritoFederal;28/03/2020;30
DistritoFederal;29/03/2020;29
DistritoFederal;30/03/2020;23
DistritoFederal;31/03/2020;20
DistritoFederal;01/04/2020;23
DistritoFederal;02/04/2020;15
DistritoFederal;03/04/2020;32
DistritoFederal;04/04/2020;52
DistritoFederal;05/04/2020;14
DistritoFederal;06/04/2020;5
DistritoFederal;07/04/2020;19
DistritoFederal;08/04/2020;17
DistritoFederal;09/04/2020;18
DistritoFederal;10/04/2020;28
DistritoFederal;11/04/2020;24
DistritoFederal;12/04/2020;35
DistritoFederal;13/04/2020;24
DistritoFederal;14/04/2020;13
DistritoFederal;15/04/2020;31
DistritoFederal;16/04/2020;34
DistritoFederal;17/04/2020;30
DistritoFederal;18/04/2020;16
DistritoFederal;19/04/2020;65
DistritoFederal;20/04/2020;45
